table_id,claim_location,metric,environment,num_nodes,protocol,v19_value,canonical_file,canonical_key,canonical_value,rounding,match,severity,note
tab:pdr100,S5.1 L111,pdr_mean,outdoor_urban,100,HEED,0.0635,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=outdoor_urban, protocol=HEED",0.063500,4dp,YES,,n=30 regime
tab:pdr100,S5.1 L111,pdr_mean,outdoor_suburban,100,HEED,0.4221,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=outdoor_suburban, protocol=HEED",0.422100,4dp,YES,,n=30 regime
tab:pdr100,S5.1 L111,pdr_mean,indoor_office,100,TEEN,0.8222,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=indoor_office, protocol=TEEN",0.822200,4dp,YES,,n=30 regime
tab:pdr100,S5.1 L111,pdr_mean,indoor_factory,100,TEEN,0.3113,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=indoor_factory, protocol=TEEN",0.311300,4dp,YES,,n=30 regime
tab:pdr100,S5.1 L111,pdr_mean,outdoor_urban,100,TEEN,0.1201,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=outdoor_urban, protocol=TEEN",0.120100,4dp,YES,,n=30 regime
tab:pdr100,S5.1 L111,pdr_mean,outdoor_suburban,100,TEEN,0.4752,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=outdoor_suburban, protocol=TEEN",0.475200,4dp,YES,,n=30 regime
tab:ablation_gateway,S5.2 L138,pdr_mean,indoor_office,100,AERIS-full,0.9739,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=indoor_office, config=full",0.973900,4dp,YES,,
tab:ablation_gateway,S5.2 L138,pdr_mean,indoor_factory,100,AERIS-full,0.6031,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=indoor_factory, config=full",0.603100,4dp,YES,,
tab:ablation_gateway,S5.2 L138,pdr_mean,outdoor_urban,100,AERIS-full,0.3745,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=outdoor_urban, config=full",0.374500,4dp,YES,,
tab:ablation_gateway,S5.2 L138,pdr_mean,outdoor_suburban,100,AERIS-full,0.7451,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=outdoor_suburban, config=full",0.745100,4dp,YES,,
tab:ablation_gateway,S5.2 L139,pdr_mean,indoor_office,100,AERIS-noGW,0.9741,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=indoor_office, config=no_gateway",0.974100,4dp,YES,,
tab:ablation_gateway,S5.2 L139,pdr_mean,indoor_factory,100,AERIS-noGW,0.5806,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=indoor_factory, config=no_gateway",0.580600,4dp,YES,,
tab:ablation_gateway,S5.2 L140,pdr_mean,outdoor_urban,100,AERIS-noGW,0.3534,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=outdoor_urban, config=no_gateway",0.353400,4dp,YES,,
tab:ablation_gateway,S5.2 L141,pdr_mean,outdoor_suburban,100,AERIS-noGW,0.7306,results/mega_experiments/ablation_diag_multi_20260207_205448.json,"environment=outdoor_suburban, config=no_gateway",0.730600,4dp,YES,,
tab:scale1000,S5.3 L165,pdr_mean,indoor_office,1000,AERIS,0.9899,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=indoor_office, num_nodes=1000, protocol=AERIS",0.989882,4dp,YES,,S8 balanced n=1000
tab:scale1000,S5.3 L165,pdr_mean,indoor_office,1000,LEACH,0.6282,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=indoor_office, num_nodes=1000, protocol=LEACH",0.628244,4dp,YES,,
tab:scale1000,S5.3 L165,pdr_mean,indoor_office,1000,PEGASIS,0.8942,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=indoor_office, num_nodes=1000, protocol=PEGASIS",0.894177,4dp,YES,,
tab:scale1000,S5.3 L165,pdr_mean,indoor_office,1000,HEED,0.8915,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=indoor_office, num_nodes=1000, protocol=HEED",0.891518,4dp,YES,,
tab:scale1000,S5.3 L165,pdr_mean,indoor_office,1000,TEEN,0.8032,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=indoor_office, num_nodes=1000, protocol=TEEN",0.803216,4dp,YES,,
tab:scale1000,S5.3 L166,pdr_mean,indoor_factory,1000,AERIS,0.9726,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=indoor_factory, num_nodes=1000, protocol=AERIS",0.972585,4dp,YES,,
tab:scale1000,S5.3 L166,pdr_mean,indoor_factory,1000,LEACH,0.1884,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=indoor_factory, num_nodes=1000, protocol=LEACH",0.188414,4dp,YES,,
tab:scale1000,S5.3 L166,pdr_mean,indoor_factory,1000,PEGASIS,0.1672,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=indoor_factory, num_nodes=1000, protocol=PEGASIS",0.167172,4dp,YES,,
tab:scale1000,S5.3 L166,pdr_mean,indoor_factory,1000,HEED,0.1634,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=indoor_factory, num_nodes=1000, protocol=HEED",0.163423,4dp,YES,,
tab:scale1000,S5.3 L166,pdr_mean,indoor_factory,1000,TEEN,0.2199,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=indoor_factory, num_nodes=1000, protocol=TEEN",0.219882,4dp,YES,,
tab:scale1000,S5.3 L167,pdr_mean,outdoor_urban,1000,AERIS,0.8846,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=outdoor_urban, num_nodes=1000, protocol=AERIS",0.884601,4dp,YES,,
tab:scale1000,S5.3 L167,pdr_mean,outdoor_urban,1000,LEACH,0.0622,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=outdoor_urban, num_nodes=1000, protocol=LEACH",0.062235,4dp,YES,,
tab:scale1000,S5.3 L167,pdr_mean,outdoor_urban,1000,PEGASIS,0.0497,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=outdoor_urban, num_nodes=1000, protocol=PEGASIS",0.049697,4dp,YES,,
tab:scale1000,S5.3 L167,pdr_mean,outdoor_urban,1000,HEED,0.0341,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=outdoor_urban, num_nodes=1000, protocol=HEED",0.034089,4dp,YES,,
tab:scale1000,S5.3 L167,pdr_mean,outdoor_urban,1000,TEEN,0.0662,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=outdoor_urban, num_nodes=1000, protocol=TEEN",0.066231,4dp,YES,,
tab:scale1000,S5.3 L168,pdr_mean,outdoor_suburban,1000,AERIS,0.9896,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=outdoor_suburban, num_nodes=1000, protocol=AERIS",0.989596,4dp,YES,,
tab:scale1000,S5.3 L168,pdr_mean,outdoor_suburban,1000,LEACH,0.3048,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=outdoor_suburban, num_nodes=1000, protocol=LEACH",0.304795,4dp,YES,,
tab:scale1000,S5.3 L168,pdr_mean,outdoor_suburban,1000,PEGASIS,0.2875,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=outdoor_suburban, num_nodes=1000, protocol=PEGASIS",0.287462,4dp,YES,,
tab:scale1000,S5.3 L168,pdr_mean,outdoor_suburban,1000,HEED,0.3232,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=outdoor_suburban, num_nodes=1000, protocol=HEED",0.323216,4dp,YES,,
tab:scale1000,S5.3 L168,pdr_mean,outdoor_suburban,1000,TEEN,0.3669,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"environment=outdoor_suburban, num_nodes=1000, protocol=TEEN",0.366947,4dp,YES,,
tab:robust_snapshot,S5.4 L184,delta_pdr,indoor_office,1000,AERIS vs PEGASIS,+0.095705,results/mega_experiments/scalability_4env_s8_unified_20260215_significance.csv,"1000 AERIS vs PEGASIS indoor_office diff",0.095705,6dp,YES,,
tab:robust_snapshot,S5.4 L184,hedges_g,indoor_office,1000,AERIS vs PEGASIS,+4.1500,results/mega_experiments/scalability_4env_s8_unified_20260215_significance.csv,"1000 AERIS vs PEGASIS indoor_office hedges_g",4.149982,4dp,YES,,rounds 4.1500
tab:robust_snapshot,S5.4 L185,delta_pdr,indoor_factory,1000,AERIS vs TEEN,+0.752703,results/mega_experiments/scalability_4env_s8_unified_20260215_significance.csv,"1000 AERIS vs TEEN indoor_factory diff",0.752702,6dp,YES,,1e-6 rounding
tab:robust_snapshot,S5.4 L185,hedges_g,indoor_factory,1000,AERIS vs TEEN,+138.5282,results/mega_experiments/scalability_4env_s8_unified_20260215_significance.csv,"1000 AERIS vs TEEN indoor_factory hedges_g",138.528223,4dp,YES,,
tab:robust_snapshot,S5.4 L186,delta_pdr,outdoor_urban,1000,AERIS vs TEEN,+0.818370,results/mega_experiments/scalability_4env_s8_unified_20260215_significance.csv,"1000 AERIS vs TEEN outdoor_urban diff",0.818370,6dp,YES,,
tab:robust_snapshot,S5.4 L186,hedges_g,outdoor_urban,1000,AERIS vs TEEN,+180.0377,results/mega_experiments/scalability_4env_s8_unified_20260215_significance.csv,"1000 AERIS vs TEEN outdoor_urban hedges_g",180.037734,4dp,YES,,
tab:robust_snapshot,S5.4 L187,delta_pdr,outdoor_suburban,1000,AERIS vs TEEN,+0.622649,results/mega_experiments/scalability_4env_s8_unified_20260215_significance.csv,"1000 AERIS vs TEEN outdoor_suburban diff",0.622649,6dp,YES,,
tab:robust_snapshot,S5.4 L187,hedges_g,outdoor_suburban,1000,AERIS vs TEEN,+98.9577,results/mega_experiments/scalability_4env_s8_unified_20260215_significance.csv,"1000 AERIS vs TEEN outdoor_suburban hedges_g",98.957729,4dp,YES,,
tab:ns3_trend,S5.6 L224,pdr_mean,indoor_office,100,AERIS (NS-3),0.9202,ns3_validation/results/ns3_scale_ext_1000_stats.csv,"indoor_office AERIS 100 pdr_mean",0.920240,4dp,YES,,NS-3 n=30
tab:ns3_trend,S5.6 L224,pdr_mean,indoor_office,100,LEACH (NS-3),0.9185,ns3_validation/results/ns3_scale_ext_1000_stats.csv,"indoor_office LEACH 100 pdr_mean",0.918523,4dp,YES,,
tab:ns3_trend,S5.6 L225,pdr_mean,indoor_factory,100,AERIS (NS-3),0.6025,ns3_validation/results/ns3_scale_ext_1000_stats.csv,"indoor_factory AERIS 100 pdr_mean",0.602530,4dp,YES,,
tab:ns3_trend,S5.6 L225,pdr_mean,indoor_factory,100,LEACH (NS-3),0.5336,ns3_validation/results/ns3_scale_ext_1000_stats.csv,"indoor_factory LEACH 100 pdr_mean",0.533557,4dp,YES,,
tab:ns3_trend,S5.6 L226,pdr_mean,outdoor_urban,100,AERIS (NS-3),0.2064,ns3_validation/results/ns3_scale_ext_1000_stats.csv,"outdoor_urban AERIS 100 pdr_mean",0.206373,4dp,YES,,
tab:ns3_trend,S5.6 L226,pdr_mean,outdoor_urban,100,LEACH (NS-3),0.1899,ns3_validation/results/ns3_scale_ext_1000_stats.csv,"outdoor_urban LEACH 100 pdr_mean",0.189857,4dp,YES,,
tab:ns3_trend,S5.6 L227,pdr_mean,outdoor_suburban,100,AERIS (NS-3),0.7771,ns3_validation/results/ns3_scale_ext_1000_stats.csv,"outdoor_suburban AERIS 100 pdr_mean",0.777143,4dp,YES,,
tab:ns3_trend,S5.6 L227,pdr_mean,outdoor_suburban,100,LEACH (NS-3),0.6921,ns3_validation/results/ns3_scale_ext_1000_stats.csv,"outdoor_suburban LEACH 100 pdr_mean",0.692123,4dp,YES,,
TREND_CHECK,S5.3 Fig3,pdr_scale_trend,indoor_factory,100-1000,AERIS,0.9333->0.9726,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"AERIS indoor_factory 100 vs 1000","0.933302->0.972585",N/A,ANOMALY,CRITICAL,PDR rises with scale — physically implausible; no MAC collision model
TREND_CHECK,S5.3 Fig3,pdr_scale_trend,outdoor_urban,100-1000,AERIS,0.7559->0.8846,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"AERIS outdoor_urban 100 vs 1000","0.755884->0.884601",N/A,ANOMALY,CRITICAL,PDR rises with scale — physically implausible; no MAC collision model
TREND_CHECK,S5.3 Fig3,pdr_scale_trend,outdoor_suburban,100-1000,AERIS,0.9747->0.9896,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"AERIS outdoor_suburban 100 vs 1000","0.974691->0.989596",N/A,ANOMALY,CRITICAL,PDR rises with scale — physically implausible; no MAC collision model
TREND_CHECK,S5.3 Fig3,pdr_scale_trend,indoor_office,100-1000,AERIS,0.9947->0.9899,results/mega_experiments/scalability_4env_s8_unified_20260215_descriptive.csv,"AERIS indoor_office 100 vs 1000","0.994725->0.989882",N/A,OK,,Only environment with physically correct decreasing trend
CROSS_PLATFORM,NS-3 vs Python,pdr_scale_trend,indoor_factory,100-1000,AERIS,NS3: 0.6025->0.5924 (down); Python: 0.9333->0.9726 (up),ns3_validation/results/ns3_scale_ext_1000_stats.csv + S8 descriptive,"cross-platform trend comparison",N/A,N/A,DIVERGENT,CRITICAL,NS-3 shows correct decreasing trend; Python shows inverted trend — simulator rigor gap
CROSS_PLATFORM,NS-3 vs Python,pdr_absolute,indoor_office,100,AERIS,NS3=0.9202 vs Python=0.9739,ns3_validation/results/ns3_scale_ext_1000_stats.csv + ablation_diag_multi_20260207_205448.json,"100-node AERIS indoor_office",N/A,N/A,GAP,INFO,5.4pp absolute gap between platforms — expected; not claimed as equivalent
CROSS_PLATFORM,NS-3 vs Python,pdr_absolute,outdoor_urban,100,AERIS,NS3=0.2064 vs Python=0.3745,ns3_validation/results/ns3_scale_ext_1000_stats.csv + ablation_diag_multi_20260207_205448.json,"100-node AERIS outdoor_urban",N/A,N/A,GAP,INFO,16.8pp absolute gap — large; trend-only claim is appropriate
